old_url,ignoreoriginaltitle,organisation,title,body,opening_date,closing_date,consultation_ISBN,ignoreperson,ignoreaddr,ignoreemail,policy_1,policy_2,policy_3,policy_4,response_date,response_1_url,response_1_title,response_summary,response_1_ISBN,response_2_url,response_2_title,response_2_ISBN,response_3_url,response_3_title,response_3_ISBN,response_4_url,response_4_title,response_5_url,response_5_title,response_5_ISBN,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title,attachment_6_url,attachment_6_title,attachment_7_url,attachment_7_title,attachment_8_url,attachment_8_title,attachment_9_url,attachment_9_title,attachment_10_url,attachment_10_title,attachment_11_url,attachment_11_title,attachment_12_url,attachment_12_title,attachment_13_url,attachment_13_title,attachment_14_url,attachment_14_title,attachment_15_url,attachment_15_title,attachment_16_url,attachment_16_title,attachment_17_url,attachment_17_title,attachment_18_url,attachment_18_title,attachment_19_url,attachment_19_title,attachment_20_url,attachment_20_title,attachment_21_url,attachment_21_title,attachment_22_url,attachment_22_title,attachment_23_url,attachment_23_title
http://www.communities.gov.uk/publications/communities/futurecitizenshipsurvey,The Future of the Citizenship Survey,department-for-communities-and-local-government,The future of the citizenship survey,"The citizenship survey is a face-to-face household survey carried out by the Department for Communities and Local Government covering a representative core sample of almost 10,000 adults in England and Wales each year, plus a minority ethnic boost sample of 5,000 and a Muslim boost sample of 1,200.

This statistical consultation sets out the intention to cancel the future citizenship survey, and in doing so, seeks to identify the uses of the survey data, the implications of stopping and options for alternative information sources.",1-Nov-2010,30-Nov-2010,9781409826064,,,,bringing-people-together-in-strong-united-communities,,,,17-Mar-2011,http://www.communities.gov.uk/documents/communities/pdf/1866399.pdf,The future of the citizenship survey consultation: summary of responses,"As part of the current drive to deliver cost savings across government and to reduce the fiscal deficit, future citizenship surveys will be discontinued.

This report summarises the 61 reponses to the technical consultation _The future of the citizenship survey: consultation_ and includes the Department for Communities and Local Government's response. The 60 individual submissions are also published below.",9781409828983,http://www.communities.gov.uk/documents/communities/pdf/1866643.pdf,The future of the citizenship survey consultation: individual responses,,,,,,,,,,http://www.communities.gov.uk/documents/communities/pdf/1756366.pdf,The Future of the Citizenship Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/dcosconsultation,Procedures for revoking or making changes to development consent orders for nationally significant infrastructure projects: Consultation,department-for-communities-and-local-government,Nationally significant infrastructure projects: development consent orders,This consultation invites views on proposed procedures for revoking or making changes to a development consent order for a nationally significant infrastructure project.,1-Nov-2010,24-Dec-2010,9781409826040,,,,making-the-planning-system-work-more-efficiently-and-effectively,,,,13-Apr-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2130384.pdf,Nationally significant infrastructure projects: development consent orders consultation: summary of responses,This document provides a summary of the responses to the consultation on procedures for revoking or making changes to development consent orders for nationally significant infrastructure projects made under the _Planning Act 2008_. It explains how the government has taken those comments into account in finalising the procedures and the regulations in which they are set out.,9781409830863,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1754624.pdf,Procedures for revoking or making changes to development consent orders for nationally significant infrastructure projects: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1754656.pdf,Changing or revoking a development consent order for nationally significant infrastructure (Planning Act 2008): Consultation stage impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/planningschoolsconsultation,Planning for schools development: Consultation,department-for-communities-and-local-government,Planning for schools development,This consultation document invites views on the government's proposals to make changes to the general permitted development order to give a permitted development right for change of use planning permission for schools development. The purpose of the proposals set out in this document is to support the Department for Education's policy on new free schools.,14-Oct-2010,10-Dec-2010,9781409825807,,,,making-the-planning-system-work-more-efficiently-and-effectively,giving-communities-more-power-in-planning-local-development,,,15-Aug-2011,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1966081.pdf,Planning for schools development consultation: summary of responses,This is a summary of the responses to the government's 2010 consultation on planning for schools development. It set the context for the consultation and gives qualitative and quantitative analysis for each consultation question.,9781409830092,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1734022.pdf,Planning for schools development: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/publicitycodeconsult2010,Code of Recommended Practice on Local Authority Publicity: Consultation,department-for-communities-and-local-government,Local authority publicity code,"The government is consulting on a new _Code of Recommended Practice on Local Authority Publicity_ ('the Publicity Code') that authorities have to have regard to. The proposed new code will be underpinned by 7 guiding principles.

To give effect to the government's commitment to stop unfair competition by local authority newspapers, the proposed new Code now contains specific guidance on the frequency, content and appearance of local authority newspapers or magazines. It also proposes to prohibit the use of lobbyists where the expenditure is intended to influence local people on political issues.",29-Sep-2010,10-Nov-2010,9781409825753,,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,11-Feb-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/1841152.pdf,Local authority publicity code consultation: government response,"The consultation on the _Code of recommended practice on local authority publicity_, issued on 29 September 2010, invited responses on proposals to revise the content of the publicity code to give effect to the government's commitment to stop unfair competition by local authority newspapers.

The Department for Communities and Local Government Select Committee also undertook a short inquiry looking at the draft revised Code on 6 December 2010.

This document sets out the government's response to the consultation responses and to the committee's report.",9781409828198,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1727384.pdf,Code of Recommended Practice on Local Authority Publicity: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/treestreamliningconsult,Tree preservation orders: proposals for streamlining - Consultation,department-for-communities-and-local-government,Tree preservation orders,"This consultation paper seeks comments on the proposals to consolidate the legal provisions currently contained in regulations and tree preservation orders (TPOs) in England into one set of new regulations. At the same time we propose to introduce revisions to streamline the TPO system and make it a fairer system which is easier for tree owners to use.

These changes are intended to reduce the administrative burden of the TPO system, particularly on local planning authorities, and increase accessibility to a more equitable system.",28-Sep-2010,20-Dec-2010,9781409819745,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,30-Mar-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2119150.pdf,Tree preservation orders: proposals for streamlining consultation: government response to the consultation,"Following the public consultation exercise _Tree preservation orders: proposals for streamlining_ which ran from 28 September 2010 to 30 December 2010, the government has been considering the best way to simplify the tree preservation order system in England. This document summarises the consultation responses and identifies the changes to the draft proposals that the government has decided to make in taking forward the legislation.",9781409834267,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1726519.pdf,Tree preservation orders: proposals for streamlining - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/rsgtopsliceimprovementsconsult,Consultation on Revenue Support Grant Top-Slice for Improvement Services to Local Authorities,department-for-communities-and-local-government,Revenue support grant funding arrangements,This consultation seeks views on the proposals for future revenue support grant top-slice funding arrangements. These proposals would promote the ability of local government to decide how best to use the resource.,25-Aug-2010,6-Oct-2010,,,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,13-Dec-2010,http://www.communities.gov.uk/documents/localgovernment/pdf/1795289.pdf,Revenue support grant top-slice for improvement services to local authorities consultation: summary of responses,"From August 2010 to October 2010, the government sought views on proposed changes to the Revenue Support Grant top-slice funding arrangements, intended to promote the ability of local government to decide how best to use this resource.

This document summarises the views received and the government's response.",9781409826774,,,,,,,,,,,,http://www.communities.gov.uk/documents/corporate/doc/1696471.doc,Consultation letter on Revenue Support Grant Top-Slice for Improvement Services to Local Authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/englishhousingsurveyreview,Proposals arising from a cost review of the English Housing Survey (EHS) - Consultation,department-for-communities-and-local-government,English housing survey: cost review,"This document invites comments on the Department for Communities and Local Government's (DCLG) plans for the 2011-12 English housing durvey (EHS).

The EHS results are official statistics and DCLG has a duty to comply with the Statistics and Registration Act 2007. As part of this Act, official statistics producers should comply with the Code of Practice for Official Statistics which include the principles of:

  * ensuring the statistics meet user needs
  * engaging users on changes to statistics

This consultation is engaging users on the cost saving measures being proposed for the 2011-12 Survey and aims to ensure that the survey will continue to meet users' priority needs. The consultation will run for 5 weeks from Friday 13 August 2010 and covers:

  * options for reducing the data content
  * savings within the fieldwork and training operations
  * options for reducing the sample size",13-Aug-2010,17-Sep-2010,9781409825265,,,,,,,,16-Dec-2010,http://www.communities.gov.uk/documents/housing/pdf/1799232.pdf,English housing survey cost review consultation: summary of responses,On the 13 August 2010 the Department for Communities and Local Government published a consultation document on proposals arising from a cost review of the 2011-12 English Housing Survey. This note summarises the responses to those proposals. ,9781409826958,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1686260.pdf,Proposals arising from a cost review of the English Housing Survey (EHS) - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/eiaregs2010consult,The Town and Country Planning (Environmental Impact Assessment) Regulations 2010 - Consultation on draft regulations,department-for-communities-and-local-government,The town and country planning environmental impact assessment regulations 2010,"The consultation paper covers the consolidation of the 1999 environmental impact assessment regulations, as amended, and explains amendments for screening changes and extensions. It also explains the requirement for the competent authority to provide reasons for screening decisions.",9-Aug-2010,25-Oct-2010,9781409825203,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1682192.pdf,The Town and Country Planning (Environmental Impact Assessment) Regulations 2010: Consultation on draft regulations,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1682366.pdf,SI: The Town and Country Planning (Environmental Impact Assessment) Regulations 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/counciltaxstudentsdiscount,Council tax and students - proposed amendments to the Council Tax (Discount Disregards) Order 1992: Consultation,department-for-communities-and-local-government,Council Tax: student discounts,"This consultation seeks views on a proposal to allow persons who are undertaking a full-time course of education with an educational establishment situated in any Member State of the European Union to be treated as students resident in the UK for Council Tax purposes.

Please note this is a joint consultation with the Welsh Assembly Government.",4-Aug-2010,14-Sep-2010,9781409825111,,,,making-sure-council-tax-payers-get-good-value-for-money,,,,8-Apr-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/1883887.pdf,Proposed amendments to the Council Tax discount disregards order 1992: summary of responses,"In August 2010 the Department for Communities and Local Government invited views on a proposal to allow students studying with educational establishments situated in European Union member states to be treated as resident in the UK for Council Tax purposes.

This paper sets out a summary of responses and the government's decisions.",9781409829454,,,,,,,,,,,,http://www.communities.gov.uk/documents/corporate/pdf/1663050.pdf,Council Tax and Students - Proposed Amendment to the Council Tax (Discount Disregards) Order 1992 Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/vetocounciltaxincreasesconsult,Local referendums to veto excessive council tax increases - Consultation,department-for-communities-and-local-government,Local referendums to veto excessive Council Tax increases,"The coalition programme for government included a commitment to give residents a veto over excessive increases in their Council Tax bill.

This consultation document sets out the basic principles underpinning the proposed scheme, and seeks views on the practicality and technical feasibility of the mechanisms for triggerring and holding a referendum.",30-Jul-2010,10-Sep-2010,9781409825104,,,,making-sure-council-tax-payers-get-good-value-for-money,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1657699.pdf,Local referendums to veto excessive council tax increases - Consultation,http://www.communities.gov.uk/documents/localgovernment/pdf/1686648.pdf,Localism Bill: Provision for referendums to veto excessive council tax increases: Impact assessment - consultation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/formulagrantdistributionconsult,Local Government Finance Formula Grant Distribution: Consultation paper,department-for-communities-and-local-government,Local government finance: formula grant distribution,This consultation seeks views on the practicality and technical feasibility of options for grant distribution changes that could be introduced from the 2011-12 settlement onwards.,28-Jul-2010,6-Oct-2010,9781409825081,,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1656527.pdf,Local Government Finance Formula Grant Distribution: Consultation paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/evaluatingroughsleeping,Proposed changes to guidance on evaluating the extent of rough sleeping: Consultation,department-for-communities-and-local-government,Evaluating the extent of rough sleeping,"This document describes a set of proposed changes to the existing rough sleeping guidance. It also gives users of the rough sleeping figures and those involved in evaluating the scale of rough sleeping in their local area an opportunity to comment on the proposals.

This is a public consultation and the Department for Communities and Local Government particularly welcomes responses from local authorities and the voluntary sector.",23-Jul-2010,3-Sep-2010,9781409825067,,,,providing-housing-support-for-older-and-vulnerable-people,,,,14-Sep-2010,http://www.communities.gov.uk/documents/housing/pdf/1712660.pdf,Evaluating the extent of rough sleeping consultation: summary of responses,"The Department for Communities and Local Government consulted on proposed changes to guidance on evaluating the extent of rough sleeping from 23 July to 3 September 2010.

Analysis of all of the submissions received from the consultation exercise indicated a broad level of support for the changes to the guidance. Therefore, we intend to adopt most of the proposed changes in the revised guidance to be issued on 14 September 2010, subject to a small number of modifications in response to issues raised during the consultation.

This new guidance sets out the new approach to producing rough sleeping counts and estimates from autumn 2010.",9781409825661,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1648341.pdf,Proposed changes to guidance on evaluating the extent of rough sleeping: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/communities/englishindicesdeprivationcon,English Indices of Deprivation - Consultation,department-for-communities-and-local-government,English indices of deprivation,"This consultation seeks user views on plans for the English indices of deprivation. Responses to this consultation will help inform the content, guidance and outputs of the indices, alongside other sources of evidence.",30-Mar-2010,10-May-2010,9781409824138,,,,providing-housing-support-for-older-and-vulnerable-people,,,,28-Feb-2011,http://www.communities.gov.uk/documents/communities/pdf/1853621.pdf,English indices of deprivation consultation: summary of responses,On 30 March 2010 the Department for Communities and Local Government published a consultation paper on the indices of deprivation. This was a technical consultation that sought the views of users of the indices of deprivation on the need for an update to the indices and the methodology and data sources any future update should be based on. This document summarises the responses received and the government's response to these comments.,9781409828402,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1524728.pdf,English Indices of Deprivation - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/newnondomesticconsult,Zero Carbon for New Non-domestic Buildings: Consultation on Policy Options,department-for-communities-and-local-government,Zero carbon for new non-domestic buildings,"This consultation sets out proposals for working towards the government's ambition that all new non-domestic buildings should be zero carbon from 2019, with the public sector leading the way from 2018.

Responses to a December 2008 consultation: _Definition of zero carbon homes and non-domestic buildings_ recognised the case for regulation. However, in the light of current economic conditions, it is also important to consider the costs and potential consequences of such regulation on economic recovery for the construction sector and balance these with the benefits of early certainty around a route-map for future regulatory steps.

This consultation therefore sets out policy principles and further modelling work, and seeks views on these and their implications for viability for individual developments and sectors. The proposal to apply the zero carbon standard to new public sector buildings (including some Crown Estate buildings, which are exempt from Building Regulations) is discussed separately.",24-Nov-2009,26-Feb-2010,9781409820376,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,20-Dec-2010,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1804259.pdf,Zero carbon for new non-domestic buildings consultation: summary of responses,"This report provides a summary of responses to the consultation document, _Zero carbon for new non-domestic buildings._ The consultation related to proposals for working towards the ambition that all new non-domestic buildings should be zero carbon from 2019, with the public sector leading the way from 2018.

An overview of responses to all questions shows that:

  * there was strong support for the majority of the proposals on zero carbon non-domestic buildings, with 75% or more respondents agreeing with six of the nine questions to which they could answer 'Yes'
  * around half of respondents were in favour of balancing on-site and off-site measures, with similar proportions supporting off-site rich and on-site rich measures - a significant proportion of developers/builders favoured the off-site rich scenario
  * there was little support for the proposal to set a flat rate requirement above 100% regulated emissions to account for unregulated emissions and there was a mixed reaction to the package of measures and proposals for next steps
  * overall, there were no marked sectoral differences in views and any differences were question-dependent - however, support for some of the proposals was less strong among the energy sector
  * the overall numbers responding to each of the 13 questions ranged between 83 and 98, with all questions attracting a response rate of 75% or more",9781409825999,,,,,,,,,,,,http://www.communities.gov.uk/publications/planningandbuilding/newnondomesticconsult?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1391110.pdf,Zero carbon for New Non-Domestic Buildings: Consultation on policy options,http://www.communities.gov.uk/documents/planningandbuilding/doc/1416885.doc,Zero Carbon for New Non-domestic Buildings: Consultation on Policy Options,http://www.communities.gov.uk/documents/planningandbuilding/doc/1391113.doc,Response form: Zero carbon for New Non-Domestic Buildings Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/selffinancingprospectus,Council housing: A real future (Prospectus),department-for-communities-and-local-government,Council housing: a real future,"**Please note** that paragraph 2.47 of _Council housing: a real future_ has been corrected.

On 21 July 2009 Communities and Local Government published a consultation document titled _Reform of Council Housing_. This included an option of dismantling the current Housing Revenue Account subsidy system and replacing it with a devolved system of financing and accountability termed self-financing. Under self-financing council landlords would keep all their rental income and use it to finance their own stock, ending the annual subsidy relationship with Government.

_Council Housing: A real future_ sets out detailed proposals for reforming council housing finance and seeks the views of councils on implementing this new system.

A summary of the responses to this consultation [Council Housing: A real future - Summary of responses to the consultation](http://www.communities.gov.uk/publications/housing/realfutureresponses) was published on 30 November 2010.",25-Mar-2010,6-Jul-2010,9781409823858,,,,improving-the-rented-housing-sector,,,,30-Nov-2010,http://www.communities.gov.uk/documents/housing/pdf/1782625.pdf,"Council housing, a real future consultation: summary of responses","On 25 March 2010 the Department for Communities and Local Government published a consultation setting out detailed proposals for reforming council housing finance and sought the views of councils and others on implementing this new system.

This is is a summary of the responses to these proposals.",9781409826651,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1512947.pdf,Council Housing: A Real Future (Prospectus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/epceffectivenessconsult,Making better use of Energy Performance Certificates and data: Consultation,department-for-communities-and-local-government,Making better use of energy performance certificates and data,"Energy performance certificates (EPC) and display energy certificates (DEC) have an important role to play in supporting our carbon reduction aims by providing vital information about the energy efficiency of buildings in England and Wales and advice about measures to improve their energy performance. To enhance their contribution, we are consulting on a number of measures to help improve the effectiveness of EPCs and to make better use of energy performance data.",2-Mar-2010,25-May-2010,9781409822806,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,30-Nov-2010,http://www.communities.gov.uk/documents/planningandbuilding/pdf/37907201.pdf,Making better use of energy performance certificates and data: summary of responses,The publication sets out the analysis of the responses to the consultation 'Making better use of energy performance certificates and data' which closed on 25 May 2010.,9781409826613,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1491167.pdf,Making better use of Energy Performance Certificates and data: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/futureofcodeconsultation,Sustainable New Homes - The Road to Zero Carbon: Consultation on the Code for Sustainable Homes and the Energy Efficiency standard for Zero Carbon Homes,department-for-communities-and-local-government,Code for sustainable homes and the energy efficiency standard for zero carbon homes,"This consultation seeks views on changes to the code for sustainable homes in 2010, to align with changes to Part L of the Building Regulations and the proposed approach to adopting the 2016 definition of zero carbon.Therefore the most significant changes are within the energy section of the code.

This consultation also puts forward our proposed changes to credit issues such as lifetime homes, home security, surface water run-off and waste as well as setting out issues that are being considered for further investigation in the future. It also seeks views on the energy efficiency definition to be incorporated into the definition of zero carbon homes from 2016 and whether that should be introduced into Building Regulations at an intermediate level from 2013.

Part A looks at changes to the code for sustainable homes and incorporates the proposed fabric energy efficiency standards being consulted on in Part B of the consultation.",16-Dec-2009,24-Mar-2010,9781409821212,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,11-Nov-2010,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1766075.pdf,Code for sustainable homes and the energy efficiency standard for zero carbon homes consultation: summary of responses,"This is the analysis of the responses to the consultation on the code, which closed on 24 March 2010. The consultation asked for views on changes to the code for sustainable homes in 2009, to align with changes to part L of the Building Regulations and the proposed approach to adopting the 2016 definition of zero carbon, on streamlining the code, and on how to resolve problems that had arisen in its use.",9781409826033,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1415525.pdf,"Sustainable New Homes - The Road to Zero Carbon:
Consultation on the Code for Sustainable Homes and the Energy Efficiency standard for Zero Carbon Homes",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1766290.pdf,Revisions to the Code for Sustainable Homes: Impact Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/statisticschangesconsultation,"Proposed changes to publication of statistics on land use change, commercial and industrial floorspace and town centre/retail development: Consultation",department-for-communities-and-local-government,"Statistics on land use change, commercial and industrial floorspace and town centre/retail development","The Department for Communities and Local Government currently publishes quarterly statistics on land use change and annual statistics on commercial and industrial floorspace and town centres/retail development.

This consultation is asking for views on our proposals to change the frequency of the publication of land use change statistics and options in terms of coverage and frequency of publication for commercial and industrial floorspace and town centres/retail statistics.",16-Feb-2010,14-Apr-2010,9781409822448,,,,,,,,15-Oct-2010,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1741935.pdf,"Statistics on land use change, commercial and industrial floorspace and town centre/retail development consultation: summary of responses",Summary of responses received following consultation on proposals to change the frequency of the publication of land use change statistics and options in terms of coverage and frequency of publication for commercial and industrial floorspace and town centres/retail statistics.,9781409825876,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1471255.pdf,"Proposed changes to publication of statistics on land use change, commercial and industrial floorspace and town centre/retail development: Consultation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/archived/publications/housing/implementingmobilehomesact,Implementing the Mobile Homes Act 1983 on local authority Gypsy and Traveller sites: a consultation paper,department-for-communities-and-local-government,Implementing the Mobile Homes Act 1983 on local authority Gypsy and Traveller sites,The Housing and Regeneration Act 2008 will apply the Mobile Homes Act 1983 to local authority Gypsy and Traveller sites. This consultation document seeks views on a number of issues around implementing the 1983 Act on these sites.,25-Sep-2008,19-Dec-2008,9781409804703,,,,,,,,12-Oct-2010,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1736663.pdf,Implementing the Mobile Homes Act 1983 on local authority Gypsy and Traveller sites consultation: summary of responses,Section 318 of the _Housing and Regeneration Act 2008_ will apply the _Mobile Homes Act 1983_ to local authority gypsy and traveller sites. Following consultation this document sets out amendments to the terms of the 1983 Act and other transitional arrangements that will apply to local authority and county council gypsy and traveller sites when section 318 is brought into force.,9781409825814,,,,,,,,,,,,http://www.communities.gov.uk/archived/publications/housing/implementingmobilehomesact?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/housing/pdf/implementingmobilehomesact,Implementing the Mobile Homes Act 1983 on local authority Gypsy and Traveller sites - Consultation,http://www.communities.gov.uk/documents/housing/doc/implementingmobilehomes.doc,Implementing the Mobile Homes Act 1983 on local authority Gypsy and Traveller sites - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/consultationhouseholdprojection,Consultation on proposed changes to the national statistics on household projections,department-for-communities-and-local-government,National statistics on household projections,"This consultation seeks users views on changes to National Statistics outputs on household projections.

Responses will inform whether the 2008-based household projections are based on the exsting methodology or the new proposed methodology.",1-Mar-2010,9-Apr-2010,9781409822783,,,,,,,,6-Aug-2010,http://www.communities.gov.uk/documents/housing/pdf/1665808.pdf,National statistics on household projections consultations: summary of responses,"This report summarises the responses to the proposed changes to national statistics outputs on household projections that were consulted on earlier this year.

Analysis of all of the submissions received indicated a broad level of support for the changes in methodology and outputs proposed. We intend to adopt the proposed changes in the next set of household projections due to be published later this year.",9781409825128,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1487114.pdf,Consultation on proposed changes to the National Statistics on household projections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
