Count,Name,Department,Classification,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,DV - Chair's Remuneration (p.a. unless otherwise stated and may represent a theoretical mean),Chief Executive / Secretary,DV - Chief Executive / Secretary Remuneration (p.a. and may represent a theoretical mean),Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,Committee on Agricultural Valuation,"Department for Environment, Food and Rural Affairs",Advisory NDPB,No longer an NDPB,No,"The CAV was established by the Agricultural Holdings Act 1986 to advice on end of tenancy compensation.  There have been no appointments to the Committee for over ten years and advice on tenancy matters is now provided to Ministers through the Tenancy Reform Industry Group (TRIG), which is a non-statutory body.",The CAV is a defunct body.  It is due to be legally dissolved by an Order under the Public Bodies Act 2011.,,,,,,,,,,,,,,,,,,,Yes
1,Consumer Council for Water,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,No,To represent consumers of water & sewerage services in England & Wales,Established in 2005 under the Water Industry Act 1991 as amended by the Water Act 2003.  The CCW was originally 'Under consideration' under the Public Bodies Reform Programme - now to be retained and reviewed in 2014/15.,"1st Floor, Victoria Square House, Victoria Square, Birmingham, B2 4AJ",01213 451 000,enquiries@ccwater.org.uk,http://www.ccwater.org.uk/,Dame Yve Buckland,61071,Anthony Smith,142500,Yes,Yes,Yes,PHSO,2012-13,2011,NAO,CCWater is funded by water customers through a charge to the water and sewerage companies in England and Wales by Ofwat.,"5,372,797",67,Yes
1,Environment Agency,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain and substantially reform,Yes,"The Environment Agency is an Executive Non-departmental Public Body responsible to the Secretary of State for Environment, Food and Rural Affairs and a Welsh Government Sponsored Body responsible to the Minister for Environment and Sustainable Development.  (Its responsibility in Wales ceased in April 2013).  Its principal aims are to protect and improve the environment and to promote sustainable development.  It plays a central role in delivering the environmental priorities of central government including in Flood and Coastal erosion management, Climate change Adaptation and Mitigation, Water Quality and Waste management.",Established on 1 April 1996 (under the Environment Act 1995).,"Head Office, Horizon House, Deanery Road, Bristol, BS1 5AH",03708 506 506,enquiries@environment-agency.gov.uk,http://www.environment-agency.gov.uk/,Rt Hon Lord Chris Smith of Finsbury,97500,Dr Paul Leinster,192500,Yes,Yes,Yes,PHSO,2012-13,2013,NAO,"723,000,000","1,207,400,000","12,528",Yes
1,Food and Environment Research Agency,"Department for Environment, Food and Rural Affairs",Executive Agency,,Yes,"To support and develop a sustainable food chain, a healthy natural environment, and to protect the global community from biological and chemical risks.",Established 2009 (from a review of the Central Science Laboratory).,"The Food and Environment Research Agency, Sand Hutton, York, YO41 1LZ",01904 462 000,info@fera.gsi.gov.uk,http://www.fera.defra.gov.uk/,,,Adrian Belton,Civil Servant,No,No,No,PHSO,2012-13,,NAO,"32,187,000","71,050,000",854,No
1,Food from Britain,"Department for Environment, Food and Rural Affairs",Executive NDPB,No longer an NDPB,No,"To organise, develop, promote, encourage and coordinate the marketing in the United Kingdom (UK) and elsewhere of UK agricultural and horticultural produce, fish (other than sea fish) and fish products and any other food produced or processed in the UK. ",The Board has not met since Feb 2009.  The body is due to be legally dissolved by means of an Order under the Public Bodies Act in 2014. ,"FFB Sponsorship Team, Food Policy Unit, Defra,  Area 3A, Nobel House, 17 Smith Square, London SW1P 3JR ",020 7238 6477,ian.leggat@defra.gsi.gov.uk ,,,,,,,,,PHSO,,,,,,,
1,Gangmasters Licensing Authority,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,Yes,"The GLA operates a licensing scheme for businesses which supply labour to the farming, food processing & packaging and shellfish gathering sectors.  It also enforces the criminal offences in the Gangmasters Licensing Act 2004 on behalf of Defra.","Established April 2005.  Income is generated from Enforcement: £2,600,000 + £100,000 (Northern Ireland)."," PO Box 10272, Nottingham, NG2 9PB  ",0845 602 5020,licensing@gla.gsi.gov.uk ,http://gla.defra.gov.uk/,Margaret McKinlay,27000,Paul Broadbent,85000,Yes,Yes,Yes,PHSO,,2012,NAO,"4,000,000","4,100,000",65,Yes
1,Independent Agricultural Appeals Panel,"Department for Environment, Food and Rural Affairs",Advisory NDPB,Retain,No,Panel for appeals lodged with the Rural Payments Agency.,"There is no fixed Chair, three Panel Members will sit at each hearing with one being nominated as Chair. The IAAP does not have any formal structure and is administered by a team in the Rural Payments Agency.  ","Rural Payments Agency, North Gate House, 21-23 Valpy Street, Reading, RG1 1AF",01609 742071,reviewappealsteam@rpa.gsi.gov.uk,http://rpa.defra.gov.uk/,"No fixed chair, nominated from Panel members",,Mark Grimshaw,,No,No,Yes,PHSO,,2012,,,,,Yes
1,Joint Nature Conservation Committee,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,No,JNCC is the public body that advises the UK Government and devolved administrations on UK-wide and international nature conservation,Established in 1990 - reconstituted in 2006.  Chair's remuneration is based on two days per week.,"Monkstone House, City Road, Peterborough, PE1 1JY",01733 562626,comment@jncc.gov.uk,http://jncc.defra.gov.uk/,Dr Peter Bridgewater,40059,Marcus Yeo,82500,Yes,Yes,Yes,PHSO,2012-13,2013,NAO,"11,173,000","11,363,000",153,Yes
1,Marine Management Organisation,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,Yes,"A range of responsibilities, including implementing a new marine planning system and licensing regime; managing UK fishing fleet capacity and UK fisheries quotas; working with Natural England and the Joint Nature Conservation Committee (JNCC) to manage a network of marine protected areas; responding to marine emergencies alongside other agencies.",Executive NDPB established and given powers under the Marine and Coastal Access Act 2009.,"Marine Management Organisation, Lancaster House, Hampshire Court, Newcastle upon Tyne, NE4 7YH",0300 123 1032, info@marinemanagement.org.uk,http://www.marinemanagement.org.uk/,Sir Bill Callaghan,40460,James Cross,Civil Servant,No,Yes,Yes,PHSO,2012-13,,NAO,"28,052,000","30,434,000",322,Yes
1,National Forest Company,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,No,To oversee the creation of The National Forest located in the English Midlands.,Established in April 1995,"Enterprise Glade, Bath Yard, Moira, Swadlincote, Derbyshire. DE12 6BA",01283 551211     ,enquiries@nationalforest.org,http://www.nationalforest.org/,Catherine Graham - Harrision,13305,Sophie Churchill (CEO),68338,No,Yes,Yes,PHSO,2013,Triennial Review announced in July 2013,NAO,"3,000,000","3,012,508",15,Yes
1,Natural England,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain and substantially reform,Yes,"Natural England is the government’s advisor on the natural environment. It provides practical advice, grounded in science, on how best to safeguard England’s natural wealth for the benefit of everyone.",Established 2006.  Chairs remuneration is based on three days per week.,"Foundry House, 3 Millsands, Sheffield, S3 8NH",0300 060 1130,enquiries@naturalengland.org.uk,http://www.naturalengland.org.uk/,Mr Poul Christensen,72740,Dave Webster interim CEO on 1 March 2012. ,122500,Yes,Yes,Yes,PHSO,2012-13,2013,NAO,"190,021,000","201,744,000","2,336",Yes
1,Plant Varieties and Seeds Tribunal,"Department for Environment, Food and Rural Affairs",Tribunal NDPB,No longer an NDPB,,Hears appeals against proposed decisions of the Controller Plant Variety Rights against proposed decisions under the Plant Varieties Act; and against proposed decisions of the National Authorities (all UK agriculture ministers) against decisions made under the 2001 National List of Varieties regulations (as amended).,Tribunal has not sat since 1984. Due to be abolished by an Order made under the Public Bodies Act. Transfer of remit and functions to HMCTS under discussion.,,,,,,,,,,,,,,,,0,0,0,
1,Rural Payments Agency,"Department for Environment, Food and Rural Affairs",Executive Agency,,No,"RPA's work helps the Department for Environment, Food and Rural Affairs to encourage a thriving farming and food sector and strong rural communities.  It is the accredited paying agency for all CAP schemes in England.",Established 2001.,"Rural Payments Agency, North Gate House, Reading, RG1 1AF",0845 603 7777,csc@rpa.gsi.gov.uk,http://rpa.defra.gov.uk/rpa/index.nsf/home,,,Mark Grimshaw,Civil Servant,No,No,Yes,PHSO,2012-13,,NAO,"166,095,000","171,829,000","2,092",No
1,Science Advisory Council,"Department for Environment, Food and Rural Affairs",Advisory NDPB,Retain,No,The SAC challenges and supports the Department’s Chief Scientific Adviser (CSA) in independently assuring and challenging the evidence underpinning Defra policies and ensuring that the evidence programme meets Defra’s needs.,Established 2004.  Following an Independent review the SAC was re-modelled in August 2011 in line with review report recommendations.  70% of the expenditure figure is the cost of the Defra secretariat.,"Science Advisory Council, Area 2c, Nobel House, 17 Smith Square, London, SW1P 3JR
",020 7238 6298,Science.Advisory.Council@defra.gsi.gov.uk,http://www.defra.gov.uk/sac/,Professor Christopher Gilligan,3500,Dr Claire Hill,Civil Servant,No,Yes,Yes,,,2010,,,"100,000",1,Yes
1,Sea Fish Industry Authority,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,Yes,"Supports all sectors of the seafood industry for a sustainable, profitable future and aims to support and improve the environmental sustainability, efficiency and cost-effectiveness of the industry, as well as promoting sustainably-sourced seafood. Seafish is funded by a levy on the first sale of seafood landed and imported in the UK.","Established 1981.  Grimsby offices: Origin Way, Europarc, Grimsby, N E Lincs, DN37 9TZ  Tel: 01472 252300.
","Seafish, 18 Logie Mill, Logie Green Road, Edinburgh, EH7 4HS",0131 558 3331,seafish@seafish.co.uk ,http://www.seafish.org/,Elaine Hayes,18000,Paul Williams,95000,Yes,Yes,Yes,PHSO,2011-12,2011,NAO,Levy,"9,952,000",92,Yes
1,Veterinary Medicines Directorate,"Department for Environment, Food and Rural Affairs",Executive Agency,,Yes,"To protect public health, animal health and the environment and promote animal welfare by assuring the safety, quality and efficacy of veterinary medicines.",,"Woodham Lane, New Haw, Addlestone, Surrey KT15 3LS",01932 336 911,postmaster@vmd.defra.gsi.gov.uk ,http://www.vmd.defra.gov.uk/,,,Peter Borriello,Civil Servant,No,Yes,Yes,PHSO,2012-13,2011,NAO,"2,900,000","13,779,000",156,No
1,Veterinary Products Committee,"Department for Environment, Food and Rural Affairs",Advisory NDPB,Retain,No,"Advises the Secretary of State on veterinary medicines, animal feed additives and promotes the collection of information relating to suspected adverse reactions to veterinary medicines. It considers representations by market authorisation holders/applicants in relation to granting, refusal or revocation of a marketing authorisation or animal test certificate.","Established in 1970 by an Order made under the Medicines Act 1968.  In 2005 the Order was revoked by the Veterinary Medicines Regulations 2005. However, the Regulations, which are revoked and replaced regularly, provided that there should continue to be a VPC.","VMD, Woodham Lane, New Haw, Addlestone, Surrey KT15 3LS  ",01932 338490,vpc@vmd.defra.gsi.gov.uk,http://www.vmd.defra.gov.uk/vpc/,Prof W J (Bill) Reilly BVMS BSc DVSM HonFRCVS.,185 attendance fee plus 94 preparation per meeting.  Chair's appointment is paid on preparation and attendance fee per meeting basis.,Colin Bennett,Civil Servant,Yes,Yes,Yes,PHSO,2012,Triennial Review due 2013.,,,,,yes
1,Commonwealth Scholarship Commission in the UK,Department for International Development,Executive NDPB,Retain,No,"The Commission is responsible for managing Britain’s contribution to the Commonwealth Scholarship and Fellowship Plan; an international programme under which member governments offer scholarships and fellowships to citizens of other Commonwealth countries.
",Established 1959.   Members are paid an honorarium for each selection committee for which they assess applications.,"c/o The Association of Commonwealth Universities, Woburn House, 20-24 Tavistock Square, London, WC1H 9HF",020 7380 6700,,http://cscuk.dfid.gov.uk/,Professor Tim Unwin,6000,Dr John Kirkland,,Yes,Yes,Yes,PHSO,2011-12,2013,"Crowe, Clark, Whitehall","21,000,000","21,000,000",0,Yes
1,Independent Commission for Aid Impact,Department for International Development,Advisory NDPB,,Yes,"ICAI is the independent body responsible for scrutinising UK aid. ICAI carries out independent reviews of aid programmes and of issues affecting the delivery of UK aid. ICAI publishes transparent, impartial and objective reports to provide evidence and clear recommendations to support UK Government decision-making and to strengthen the accountability of the aid programme.",Established 2011.  Tom McDonald was Head of Secretariat until June 2013. ,"Independent Commission for Aid Impact, Dover House, 66 Whitehall, London SW1A 2AU",020 7270 6736,enquiries@icai.independent.gov.uk ,http://icai.independent.gov.uk/,"Graham Ward CBE, MA, FCA  Chief Commissioner",600 per day up to 65 days per year,"Alexandra Cran McGreehin
",Civil Servant,No,Yes,Yes,,2012-13,2013,ICAI is subject to DFID's internal audit arrangements. The Comptroller and Auditor General also has full access to undertake VfM and financial audits.,"26,600",,5,Yes
